"Title,Author,Published At,Source,URL"
Demi Moore Opts for Timeless White and Black Capped-Toe Heels at ‘The Substance’ Premiere in Paris,Amina Ayoud,2024-11-06T20:34:05Z,Footwear News,http://footwearnews.com/fashion/celebrity-style/demi-moore-white-black-capped-toe-heels-the-substance-1234728404/
"South Carolina Residents Told to Secure Their Homes After 43 Monkeys Escape Lab,Ed Cara,2024-11-07T17:45:20Z,Gizmodo.com,https://gizmodo.com/south-carolina-residents-told-to-secure-their-homes-after-43-monkeys-escape-lab-2000521629"
"Nintendo expects to sell fewer Switches than planned as new model looms,Steve Dent,2024-11-05T14:00:31Z,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_bde1e20f-b3bb-4cb4-91ed-545851f42474"
"The First Reactions to Nosferatu Call It ‘Pure Evil,’ ‘Erotic,’ and ‘Devilishly Bloody’,Isaiah Colbert,2024-11-08T17:40:33Z,Gizmodo.com,https://gizmodo.com/the-first-reactions-to-nosferatu-call-it-pure-evil-erotic-and-devilishly-bloody-2000522031"
"You Can Now Own Kurt Russell’s Iconic Hat From The Thing (For a Price),Cheryl Eddy,2024-10-30T18:20:30Z,Gizmodo.com,https://gizmodo.com/rare-horror-props-auction-the-thing-chucky-halloween-2000518404"
"Recommended Viewings: “The Substance” by Coralie Fargeat,Staff,2024-10-31T13:00:54Z,Booooooom.com,https://www.booooooom.com/2024/10/31/recommended-viewings-the-substance-by-coralie-fargeat/"
"Leigh Whannell’s Wolf Man Design Was Inspired by Heath Ledger’s Joker,Gordon Jackson,2024-10-21T13:00:23Z,Gizmodo.com,https://gizmodo.com/leigh-whannells-wolf-man-design-was-inspired-by-heath-ledgers-joker-2000514252"
"Good Omens‘ Third and Final Season Is Now… a 90-Minute Special,Cheryl Eddy,2024-10-24T16:23:50Z,Gizmodo.com,https://gizmodo.com/good-omens-third-and-final-season-is-now-a-90-minute-special-2000516119"
"Demi Moore Is Wildly Unrecognizable in Disturbing 'The Substance' Halloween Photos,Kayla Caldwell,2024-10-31T21:13:35Z,Newsweek,https://www.newsweek.com/entertainment/celebrity-news/demi-moore-unrecognizable-disturbing-substance-halloween-photos-1978255"
"The Penguin Could Lead to More Batman Villain Shows,Germain Lussier,2024-10-25T18:45:44Z,Gizmodo.com,https://gizmodo.com/the-penguin-could-lead-to-more-batman-villain-shows-2000516650"
"Mustang Splits In Half In Horror Crash,Steven Symes,2024-10-25T21:30:00Z,Yahoo Entertainment,https://autos.yahoo.com/mustang-splits-half-horror-crash-213000325.html"
"10 Scary New Movies to Stream on Shudder Tonight,Cheryl Eddy,2024-10-25T19:45:05Z,Gizmodo.com,https://gizmodo.com/halloween-best-streaming-horror-shudder-2000516602"
Kylie Jenner goes nude channeling Demi Moore in ‘Striptease’ for Halloween — and Moore loves it: ‘Nailed it’,Sean Mandell,2024-10-31T23:53:58Z,New York Post,https://nypost.com/2024/10/31/entertainment/kylie-jenner-goes-naked-channeling-demi-moore-in-striptease-and-moore-loves-it/
"Not sure what movie to watch? Leave a comment, we’ll help,Pete Volk,2024-11-13T21:45:58Z,Polygon,https://www.polygon.com/entertainment/477990/best-movies-watch-tonight-best-recommendations-streaming"

"‘The Substance’ Director Pulls Film From Festival Over CEO’s ‘Misogynistic’ Comments,Ethan Millman,2024-11-16T00:48:28Z,Rolling Stone,http://www.rollingstone.com/tv-movies/tv-movie-news/the-substance-director-pulls-film-camerimage-festival-1235168881/"
Bloody Demi Moore looks disgusting in newly revealed ‘The Substance’ photos,Eric Todisco,2024-10-31T19:42:52Z,New York Post,https://nypost.com/2024/10/31/entertainment/bloody-demi-moore-looks-disgusting-in-new-substance-photos/
"Daft Punk’s Anime Dreamscape Interstella 5555 Is Coming Back to Theaters For One More Time,James Whitbrook,2024-10-30T16:00:17Z,Gizmodo.com,https://gizmodo.com/daft-punk-discovery-interstella-5555-movie-release-2000518344"
Demi Moore’s Horror Thriller ‘The Substance’ New On Streaming This Week,"Tim Lammers, Contributor, 
 Tim Lammers, Contributor
 https://www.forbes.com/sites/timlammers/",2024-10-28T01:24:20Z,Forbes,https://www.forbes.com/sites/timlammers/2024/10/27/demi-moores-horror-thriller-the-substance-new-on-streaming-this-week/
"Here’s Wassup With That Scary Movie Reboot,Cheryl Eddy,2024-10-29T17:10:54Z,Gizmodo.com,https://gizmodo.com/scary-movie-reboot-wayans-brothers-2000518013"
"Got a Cat Vet Nightmare? We Want to Hear Your Horror Stories,Ed Cara,2024-10-23T16:55:40Z,Gizmodo.com,https://gizmodo.com/got-a-cat-vet-nightmare-we-want-to-hear-your-cat-horror-stories-2000515502"
Fall's Buzziest New Thriller 'The Substance' Is Already Available To Stream,Chloe Williams​,2024-10-31T15:18:38Z,Brit + Co,https://www.brit.co/the-substance-movie/
Are Hallmark's actors too old? Fans fire back after exec allegedly says not to cast 'old people',,2024-10-28T17:38:11Z,CBC News,https://www.cbc.ca/news/entertainment/hallmark-lawsuit-1.7365416
‘Anora’ Leads Nominations for the 2024 Gotham Awards,Steve Pond,2024-10-29T16:10:00Z,TheWrap,https://www.thewrap.com/anora-babygirl-challengers-nickel-boys-gotham-awards-nominees-2024/
"Streaming in Canada on Crave, Disney+, Mubi, Netflix and Prime Video [Oct. 28-Nov. 3]",Bradly Shankar,2024-10-28T23:02:28Z,MobileSyrup,https://mobilesyrup.com/2024/10/28/streaming-in-canada-crave-disney-plus-mubi-netflix-prime-video-the-substance/
Demi Moore to Be Honored at French Cinematheque Ahead of Coralie Fargeat’s Buzzy ‘The Substance’s’ Local Premiere (EXCLUSIVE),Elskes,2024-11-01T22:51:28Z,Variety,https://variety.com/2024/film/global/demi-moore-the-substance-mubi-french-cinematheque-1236198124/
"Rob Lowe Confirms Brief Romance With Demi Moore in the ’80s, Talks About Their Relationship Now",Just Jared,2024-10-24T02:30:53Z,Just Jared,https://www.justjared.com/2024/10/23/rob-lowe-confirms-brief-romance-with-demi-moore-in-the-80s-talks-about-their-relationship-now/
Demi Moore says close-up shot of her behind ‘bugs the s--- out of me’ in new movie,Caroline Thayer,2024-11-14T19:48:06Z,Fox News,https://www.foxnews.com/entertainment/demi-moore-says-close-up-shot-butt-bugs-s-t-out-new-movie
"Nicholas Hoult Learned He Probably Wouldn’t Be the Next Batman on the Radio,Gordon Jackson,2024-11-08T16:50:12Z,Gizmodo.com,https://gizmodo.com/nicholas-hoult-learned-he-probably-wouldnt-be-the-next-batman-on-the-radio-2000522037"
"The Callisto Protocol’s first spinoff is a strange, fun Hades clone,Giovanni Colantonio,2024-10-28T04:00:34Z,Digital Trends,https://www.digitaltrends.com/gaming/redacted-hands-on-impressions-pc-steam-deck/"
"Gladiator II Is Escalating the Popcorn Bucket Arms Race,Germain Lussier,2024-10-23T22:30:37Z,Gizmodo.com,https://gizmodo.com/gladiator-ii-popcorn-bucket-dune-2-deadpool-wolverine-2000515835"
Demi Moore in Chanel Couture at THE SUBSTANCE Paris Premiere: IN or OUT?,Lorenzo Marquez,2024-11-07T19:00:49Z,tomandlorenzo.com,https://tomandlorenzo.com/2024/11/demi-moore-in-chanel-couture-at-the-substance-paris-premiere-in-or-out/
10 Best Horror Movies Released This Year (Ranked),Haiden Lovely,2024-10-24T11:53:43Z,The Escapist,https://www.escapistmagazine.com/best-horror-movies-released-this-year/
"We Almost Got a Seven of Nine Spinoff After Star Trek: Picard,Gordon Jackson,2024-11-06T15:00:43Z,Gizmodo.com,https://gizmodo.com/jeri-ryan-star-trek-seven-of-nine-spinoff-legacy-2000520959"
"One chart shows how Hollywood is losing its grip on TV and movies,Lucia Moses,2024-10-23T12:59:01Z,Business Insider,https://www.businessinsider.com/hollywood-losing-dominance-tv-movies-employment-chart-2024-10"
"Teri Garr, actor, comedian and multiple sclerosis ambassador, dies at 79,Tanya Ballard Brown,2024-10-29T18:13:12Z,NPR,https://www.npr.org/2024/10/29/850826324/teri-garr-dead"
"Coralie Fargeat Pulls ‘The Substance’ from Camerimage Film Festival,Harrison Richlin,2024-11-15T20:58:04Z,IndieWire,https://www.indiewire.com/news/breaking-news/coralie-fargeat-the-substance-camerimage-1235066360/"
"Jubilation in the room as Trump declared victory,,2024-11-06T10:51:55Z,BBC News,https://www.bbc.com/news/articles/czxreenxvw5o"
‘Smile 2’ Review: An Intense Naomi Scott Takes On Sequel To 2022 Horror Hit That Just Feels Like More Of The Same,Pete Hammond,2024-10-16T13:00:00Z,Deadline,http://deadline.com/2024/10/smile-2-review-intense-naomi-scott-sequel-2022-horror-hit-1236117263/
" Tim Lammers, Contributor"
What Is The Best Horror Movie Of 2024 So Far?,Josh Kurp,2024-10-17T13:45:25Z,UPROXX,https://uproxx.com/movies/best-horror-movie-of-2024-so-far-terrifier-substance-strange-darling/
"Demi Moore on 'The Substance' Mania, “Scary” Oscar Buzz, and Keeping That Yellow Coat",David Canfield,2024-11-12T14:35:17Z,Vanity Fair,https://www.vanityfair.com/hollywood/demi-moore-the-substance-little-gold-men-awards-insider
"Demi Moore Opts for Timeless White and Black Capped-Toe Heels at ‘The Substance’ Premiere in Paris,Amina Ayoud,2024-11-06T20:34:05Z,Footwear News,http://footwearnews.com/fashion/celebrity-style/demi-moore-white-black-capped-toe-heels-the-substance-1234728404/"
Decision Room 2024: Team Moo Deng or Team Haggis?,Matt Novak,2024-11-04T21:30:07Z,Gizmodo.com,https://gizmodo.com/decision-room-2024-team-moo-deng-or-team-haggis-2000520331
‘Anora’ review: This improbable fairy tale is a ‘Pretty Woman’ for our time,Michael Phillips,2024-10-28T20:27:18Z,Boston Herald,https://www.bostonherald.com/2024/10/28/anora-review-improbable-fairy-tale-is-a-pretty-woman-for-our-time/
"How Much of the New Lord of the Rings Movie Comes From Tolkien?,James Whitbrook,2024-11-06T20:45:14Z,Gizmodo.com,https://gizmodo.com/war-of-the-rohirrim-setting-characters-explained-tolkien-lotr-2000521209"
"Demi Moore, Denis Villeneuve, Malcolm Washington, and Jason Reitman Set for SFFILM Honors",Ryan Lattanzio,2024-11-14T13:00:00Z,IndieWire,https://www.indiewire.com/news/general-news/demi-moore-denis-villeneuve-more-set-sffilm-awards-1235065339/
"OMG, WATCH: Demi Moore talks about her career from ‘Ghost’ to ‘The Substance’",Igor,2024-11-07T19:46:36Z,Omg.blog,https://omg.blog/demi-moore-talks-about-her-career-from-ghost-to-the-substance/
"Demi Moore Slams Election: U.S. ‘Built’ on ‘Religious Fanatics and Criminals’,Charisma Madarang,2024-11-06T04:16:22Z,Rolling Stone,http://www.rollingstone.com/tv-movies/tv-movie-news/demi-moore-election-religious-fanatics-criminals-1235154631/"
"Jeri Taylor, Co-Creator of Star Trek: Voyager, Dies at 86,Justin Carter,2024-10-26T14:30:17Z,Gizmodo.com,https://gizmodo.com/obituary-jeri-taylor-star-trek-voyager-2000516878"
Demi Moore's 'The Substance' Enters Golden Globes As Musical/Comedy,Scott Feinberg,2024-10-21T23:22:47Z,Hollywood Reporter,http://www.hollywoodreporter.com/movies/movie-news/golden-globes-demi-moore-the-substance-musical-comedy-exclusive-1236040702/
"Updates From Andor Season 2, and More,Gordon Jackson,2024-11-15T14:00:28Z,Gizmodo.com,https://gizmodo.com/andor-season-2-empire-cover-story-krennic-new-images-2000524819"
"You need an RPG to get through this year,Chris Plante,2024-11-06T21:42:52Z,Polygon,https://www.polygon.com/editors-letter/475209/2024-best-rpgs-to-play-right-now"
"Demi Moore Goes Pretty in Florals for 'The Substance' Premiere in Paris,Just Jared,2024-11-06T02:17:41Z,Just Jared,https://www.justjared.com/2024/11/05/demi-moore-goes-pretty-in-florals-for-the-substance-premiere-in-paris/"
"This overlooked 1999 movie is the closest Martin Scorsese ever got to making a horror film,Joe Allen,2024-10-28T13:00:31Z,Digital Trends,https://www.digitaltrends.com/movies/bringing-out-the-dead-overlooked-as-a-horror-movie/"
"Valencia floods aftermath 'like a disaster movie',,2024-10-31T09:33:57Z,BBC News,https://www.bbc.com/news/videos/c80l54vd7ezo"
"Blade Runner 2049 producer sues Elon Musk for image used in Cybercab launch,Mariella Moon,2024-10-22T12:00:48Z,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_0b877ae6-74d4-4a87-a926-ace1decc0ef7"
"'Candyman' star Tony Todd dies at 69,Chloe Veltman,2024-11-09T19:33:02Z,NPR,https://www.npr.org/2024/11/09/nx-s1-5185232/candyman-actor-tony-todd-dies"
"‘The Substance’ Director Coralie Fargeat Pulls Film From Camerimage Following Festival Head’s Comments About Women,Katcy Stephan,2024-11-15T20:29:00Z,Variety,https://variety.com/2024/film/news/the-substance-coralie-fargeat-camerimage-festival-1236211732/"
"Nobody Can Rent Twister, the Last DVD Trapped in Redbox’s Dead Video Business,Lucas Ropek,2024-10-25T20:30:22Z,Gizmodo.com,https://gizmodo.com/nobody-can-rent-twister-the-last-dvd-trapped-in-redboxs-dead-video-business-2000516681"
[Removed],,2024-11-10T16:28:12Z,[Removed],https://removed.com
“Substance” Aims For Best Comedy Awards,Garth Franklin,2024-10-21T23:43:11Z,Dark Horizons,https://www.darkhorizons.com/substance-aims-for-best-comedy-awards/
"Demi Moore on the U.S. Election: ‘America Is Built on Puritans, Religious Fanatics and Criminals’,Becroll,2024-11-06T02:33:22Z,Variety,https://variety.com/2024/film/global/demi-moore-the-substance-coralie-fargeat-2024-election-1236201891/"
"[Removed],,2024-11-11T12:16:30Z,[Removed],https://removed.com"
"The best last-minute Halloween costume is also the hippest, thanks to The Substance,Matt Patches,2024-10-28T20:58:05Z,Polygon,https://www.polygon.com/horror/471280/best-last-minute-halloween-costume-2024-the-substance-mask"
"Alien: Romulus Slithers Onto Hulu and Disney+ Just Ahead of Thanksgiving,Cheryl Eddy,2024-11-07T23:15:50Z,Gizmodo.com,https://gizmodo.com/alien-romulus-slithers-onto-hulu-and-disney-just-ahead-of-thanksgiving-2000521715"
"The Wild Robot‘s Creators Reveal the Secret Behind the Film’s Best Scene,Germain Lussier,2024-10-24T21:40:24Z,Gizmodo.com,https://gizmodo.com/the-wild-robots-creators-reveal-the-secret-behind-the-films-best-scene-2000516184"
"3 new PS Plus games to check out this weekend (October 25-27),Tomas Franzese,2024-10-25T14:00:13Z,Digital Trends,https://www.digitaltrends.com/gaming/ps-plus-new-game-recommendations-october-25/"
"The Substance Might Not Be For Everyone, But I Want To Talk About The Visceral Self Love Message That's Still Giving Me Chills,Sarah El-Mahmoud,2024-10-26T15:04:00Z,CinemaBlend,https://www.cinemablend.com/movies/the-substance-might-not-be-for-everyone-but-i-want-to-talk-about-visceral-self-love-message-still-giving-me-chills"
"Stop! And watch these 3 great movies leaving Netflix by November 1,Dan Girolamo,2024-10-28T12:00:50Z,Digital Trends,https://www.digitaltrends.com/movies/watch-movies-leaving-netflix-by-november-1-2024/"
"The 20 Most Frightening Found Footage Films Of The Past 25 Years,Caroline Madden,2024-10-31T13:15:00Z,Kotaku,https://kotaku.com/found-footage-films-blair-witch-paranormal-activity-1851685518"
[Removed],,2024-10-22T20:28:40Z,[Removed],https://removed.com
"Star Wars Rey Movie Keeps Loosing Writers,Ethan Gach,2024-10-25T14:00:00Z,Kotaku,https://kotaku.com/star-wars-rey-daisy-ridley-jedi-order-release-date-1851681311"
"Katy Perry Named This Grotesque Horror Flick The Best Movie Of 2024,staff@slashfilm.com (Jeremy Smith),2024-11-11T23:43:20Z,/FILM,https://www.slashfilm.com/1710704/katy-perry-best-movie-2024-horror-the-substance/"
"'Smile 2' has a brutal ending that blows the horror franchise's potential future wide open,Caralynn Matassa,2024-10-23T22:07:32Z,Business Insider,https://www.businessinsider.com/smile-2-ending-explained-2024-10"
"Secure the Sony S100F Soundbar for Just Under $100 Before the Black Friday Rush,Joe Tilleli,2024-10-23T20:13:04Z,Gizmodo.com,https://gizmodo.com/secure-the-sony-s100f-soundbar-for-just-under-100-before-the-black-friday-rush-2000515750"
"Disney Hopes to Replace Bob Iger as CEO in 2026,Gordon Jackson,2024-10-21T14:37:23Z,Gizmodo.com,https://gizmodo.com/disney-hopes-to-replace-bob-iger-as-ceo-in-2026-2000514344"
"In the Vatican Movie Conclave, Big Secrets Are Revealed. Here Are Three Real Life Papal Conclaves Marked by Controversy,Olivia B. Waxman,2024-10-25T16:31:07Z,Time,https://time.com/7098621/real-life-papal-conclave-controversies/"
Guillermo Del Toro Praises Demi Moore’s Body Horror Hit ‘The Substance’,"Tim Lammers, Contributor, 
 Tim Lammers, Contributor
 https://www.forbes.com/sites/timlammers/",2024-11-04T01:57:02Z,Forbes,https://www.forbes.com/sites/timlammers/2024/11/03/guillermo-del-toro-praises-demi-moores-body-horror-hit-the-substance/
'It's Not Sexualised Nudity',ASEEM CHHABRA,2024-10-16T09:12:21Z,Rediff.com,https://www.rediff.com/movies/report/its-not-sexualised-nudity/20241016.htm
"‘It’s The Devil’: The Substance Director Discusses The Long Casting Process For That Creepy, Deep Voice In The Body Horror Movie",Eric Eisenberg,2024-10-31T13:32:53Z,CinemaBlend,https://www.cinemablend.com/interviews/its-the-devil-the-substance-director-discusses-long-casting-process-creepy-deep-voice-body-horror-movie
"Don’t Hold Your Breath for John Wick 5,Isaiah Colbert,2024-10-22T23:45:37Z,Gizmodo.com,https://gizmodo.com/dont-hold-your-breath-for-john-wick-5-2000515334"
"Escape Planet Earth With These 10 Streaming Sci-Fi Films,Cheryl Eddy,2024-11-04T23:30:55Z,Gizmodo.com,https://gizmodo.com/best-space-movies-streaming-netflix-max-prime-video-2000520245"
Smile Because It Happened,Joe Reid,2024-10-22T20:45:38Z,Vulture,http://www.vulture.com/article/smile-2-box-office-movies-league-newsletter.html
"Best Horror Movies to See in Theaters This Halloween,Kofi Outlaw,2024-10-30T19:49:32Z,ComicBook.com,http://comicbook.com/horror/news/best-horror-movies-halloween-2024-watch-in-theaters/"
"Looking for Free Horror Movies? Tubi Has 22 of the Best,Peter Butler,2024-10-22T20:15:05Z,CNET,https://www.cnet.com/tech/services-and-software/looking-for-free-horror-movies-tubi-has-22-of-the-best/"
"[Removed],,2024-10-30T12:30:08Z,[Removed],https://removed.com"
"Nikon’s entry-level Z50II adds a dedicated button for color styles,Andrew Liszewski,2024-11-07T15:03:51Z,The Verge,https://www.theverge.com/2024/11/7/24289897/nikon-z50ii-digital-camera-crop-sensor-mirrorless-aps-c"
"Transformers One Is Now on Digital and We’ve Got an Exclusive Clip,Germain Lussier,2024-10-22T15:00:13Z,Gizmodo.com,https://gizmodo.com/transformers-one-home-release-date-cybertron-2000514447"
Golden Globes 2025: Top Dramas or Musical/Comedies Contenders,Scott Feinberg,2024-10-17T17:37:44Z,Hollywood Reporter,http://www.hollywoodreporter.com/movies/movie-news/golden-globes-2025-dramas-musical-comedies-contenders-1236032571/
"Count Down to Halloween With These 10 Scary Hulu and Disney+ Movies,Cheryl Eddy,2024-10-28T22:44:26Z,Gizmodo.com,https://gizmodo.com/halloween-best-streaming-horror-hulu-disney-plus-2000517558"
"With Heretic, directors Scott Beck and Bryan Woods want to scare the hell out of you,Dan Girolamo,2024-11-09T18:00:29Z,Digital Trends,https://www.digitaltrends.com/movies/heretic-scott-beck-bryan-woods-interview-religious-horror-movie/"
"Celebrated teacher abused boys over four decades,,2024-11-11T17:11:07Z,BBC News,https://www.bbc.com/news/articles/c79zq74n5dxo"
"Netflix’s deal with Universal will add more live-action films,Emma Roth,2024-10-29T18:07:17Z,The Verge,https://www.theverge.com/2024/10/29/24282823/netflix-licensing-deal-universal-films-live-action-animation"
Nikyatu Jusu Developing Film In Universe Of David Cronenberg’s ‘The Fly’ For 20th Century Studios,matthewgrobar,2024-11-04T18:03:36Z,Deadline,http://deadline.com/2024/11/the-fly-movie-nikyatu-jusu-in-works-20th-century-studios-1236166549/
"Halloween 2024 week: Movies, shows to watch on Netflix, Disney+, MAX, Peacock",The Feed,2024-10-28T18:54:50Z,The Times of India,https://economictimes.indiatimes.com/news/international/us/halloween-2024-week-movies-shows-to-watch-on-netflix-disney-max-peacock/articleshow/114704353.cms
"The Purge: Election Year Is Still an Uncomfortably Timely Watch,Cheryl Eddy,2024-11-05T18:10:15Z,Gizmodo.com,https://gizmodo.com/purge-election-year-retrospective-trump-harris-2024-2000520737"
"Terrifier 3‘s Journey to the Big Screen Was Shockingly Unique,Germain Lussier,2024-10-21T18:45:02Z,Gizmodo.com,https://gizmodo.com/terrifier-3-behind-the-scenes-art-the-clown-2000513440"
"The Witcher Is Recasting Another Big Character,Gordon Jackson,2024-10-24T13:00:03Z,Gizmodo.com,https://gizmodo.com/netflix-witcher-season-4-vesemir-recast-kim-bodnia-2000515879"
" https://www.forbes.com/sites/timlammers/"",2024-10-24T16:02:06Z,Forbes,https://www.forbes.com/sites/timlammers/2024/10/24/demi-moores-body-horror-thriller-the-substance-gets-streaming-date/"
10 Great Horror Films from 2024 (and Where to Watch Them),Brian Tallerico,2024-10-30T13:43:49Z,Rogerebert.com,https://www.rogerebert.com/streaming/10-great-horror-films-from-2024-and-where-to-watch-them
"Venom: The Last Dance Doesn’t Quite Stick the Landing,Germain Lussier,2024-10-23T19:00:05Z,Gizmodo.com,https://gizmodo.com/venom-3-review-the-last-dance-tom-hardy-marvel-2000515392"
"Avatar 3’s Gorgeous Concept Art Teases More of Pandora’s Beauty,Justin Carter,2024-11-10T15:30:08Z,Gizmodo.com,https://gizmodo.com/avatar-fire-ash-art-2000522608"
"Demi Moore's The Substance Earned All My Adoration By Giving Me Something I Rarely Experience As A Horror Fan,Nick Venable,2024-11-18T01:15:00Z,CinemaBlend,https://www.cinemablend.com/movies/demi-moore-the-substance-earned-my-adoration-giving-me-rare-experience-as-horror-fan"
New Horror Movies Streaming This Week for Halloween 2024,Cameron Bonomolo,2024-10-28T23:45:26Z,ComicBook.com,http://comicbook.com/horror/news/new-horror-movies-streaming-free-halloween-2024/
"Where to stream The Substance in Canada,Bradly Shankar,2024-10-26T18:31:37Z,MobileSyrup,https://mobilesyrup.com/2024/10/26/where-to-stream-the-substance-canada/"
Demi Moore on the Cover of Elle,ivn,2024-11-15T07:49:47Z,Livejournal.com,https://ohnotheydidnt.livejournal.com/129557248.html
James Wan Recommends His 15 Favorite Vampire Movies,John Squires,2024-10-28T23:25:44Z,Bloody Disgusting,https://bloody-disgusting.com/movie/3837469/james-wan-recommends-his-15-favorite-vampire-movies/
Are Demi Moore and Michelle Yeoh’s Bold Choices Changing the Rules for Actresses of a Certain Age?,Sharon Knolle,2024-10-16T13:00:00Z,TheWrap,https://www.thewrap.com/demi-moore-the-substance-michelle-yeoh-women-aging-in-hollywood/
Review: The Substance Is A Powerful Parable That Pulls No Punches,Saibal Chatterjee,2024-10-31T03:06:24Z,NDTV News,https://www.ndtv.com/entertainment/the-substance-review-a-powerful-parable-that-pulls-no-punches-4-stars-6912499
"The Substance Might Not Be For Everyone, But I Want To Talk About The Visceral Self Love Message That's Still Giving Me Chills",Sarah El-Mahmoud,2024-10-26T15:04:00Z,CinemaBlend,https://www.cinemablend.com/movies/the-substance-might-not-be-for-everyone-but-i-want-to-talk-about-visceral-self-love-message-still-giving-me-chills
爛番茄90趴！黛咪摩爾全裸入鏡　挑戰容貌焦慮驚悚極限,,2024-10-17T02:04:00Z,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_a16a2f77-24ee-4eab-9a8f-3f0eef3214be
" https://www.forbes.com/sites/timlammers/"",2024-11-01T23:54:07Z,Forbes,https://www.forbes.com/sites/timlammers/2024/11/01/demi-moores-the-substance-makeup-photos-show-scary-side-of-character/"
"C&L's Best Horror Movies Of 2024 For Halloween,John Amato,2024-10-31T03:00:01Z,Crooksandliars.com,https://crooksandliars.com/2024/10/cls-best-horror-2024-halloween"
‘The Substance’ Is Now Streaming: Where to Watch the Gory Thriller for Free,Jonathan Zavaleta,2024-10-31T19:18:09Z,Rolling Stone,http://www.rollingstone.com/product-recommendations/lifestyle/the-substance-demi-moore-streaming-1235149084/
"Cinema day celebration 2024: Discounted movies today with €2 tickets,Electra Delavogia,2024-10-31T14:06:38Z,Protothema.gr,https://en.protothema.gr/2024/10/31/cinema-day-celebration-2024-discounted-movies-today-with-e2-tickets/"
"Terrible Borderlands Movie Still Helped Sell More Games,Ethan Gach,2024-11-07T15:50:00Z,Kotaku,https://kotaku.com/borderlands-4-movie-sequel-sales-box-office-1851691830"
"James Gunn Says Joker Isn’t The Batman Saga’s Next TV Star,Justin Carter,2024-11-09T16:30:25Z,Gizmodo.com,https://gizmodo.com/joker-tv-rumors-james-gunn-2000522431"
"‘It Was Already Determined That You Should Look Like S–t’: Demi Moore Recalls Public’s Reaction To Her Wearing A Bikini At 40 In A Charlie’s Angels Movie,Sarah El-Mahmoud,2024-11-16T19:02:40Z,CinemaBlend,https://www.cinemablend.com/movies/demi-moore-recalls-public-reaction-her-wearing-bikini-at-40-charlies-angels"
[Removed],,2024-11-12T11:00:02Z,[Removed],https://removed.com
"Alan Wake 2: The Lake House Is A Great Expansion About The Horrors Of AI Art,Willa Rowe,2024-10-31T20:10:00Z,Kotaku,https://kotaku.com/alan-wake-2-the-lake-house-is-a-great-expansion-about-1851686823"
"Don't Worry -- It's Just a Dream. Learn Why You're Having Nightmares,Steph Panecasio,2024-10-31T16:00:00Z,CNET,https://www.cnet.com/health/sleep/heres-why-youre-having-nightmares/"
"Camerimage Founded to Honor Those ‘Who Are Overlooked’ Says Festival Director at Opening Ceremony,Carolyn Giardina,2024-11-16T16:41:41Z,Variety,https://variety.com/2024/film/news/camerimage-opening-ceremony-1236212145/"
"Peter Todd Is in Hiding After a Documentary Named Him as Bitcoin’s Creator,Matthew Gault,2024-10-22T15:45:38Z,Gizmodo.com,https://gizmodo.com/peter-todd-is-in-hiding-after-a-documentary-named-him-as-bitcoins-creator-2000514993"
"This must-try new horror game is the creepy love child of Silent Hill and Killer7,Giovanni Colantonio,2024-11-14T17:00:22Z,Digital Trends,https://www.digitaltrends.com/gaming/sorry-were-closed-hands-on-impressions/"
"Lomography’s new instant camera uses a glass lens for sharper photos,Andrew Liszewski,2024-10-23T16:26:18Z,The Verge,https://www.theverge.com/2024/10/23/24277617/lomography-lomo-instant-wide-glass-camera-photography-fujifilm-instax-wide"
"James Wan Has Some Killer Choices on His Essential Vampire Movie Watchlist,Cheryl Eddy,2024-10-29T21:40:36Z,Gizmodo.com,https://gizmodo.com/james-wan-best-vampire-movies-streaming-halloween-2000518183"
"Demi Moore Addresses Baring it All in 'The Substance,' Body Image & Struggling With Eating Disorder When She Was Younger",Just Jared,2024-11-14T16:50:14Z,Just Jared,https://www.justjared.com/2024/11/14/demi-moore-addresses-baring-it-all-in-the-substance-body-image-struggling-with-eating-disorder-when-she-was-younger/
"Funko’s War of the Rohirrim Pops Are Ready for a Sword Day, a Red Day,James Whitbrook,2024-11-06T17:00:32Z,Gizmodo.com,https://gizmodo.com/funko-war-of-the-rohirrim-pops-price-release-date-2000521109"
"European Film Awards: ‘Emilia Pérez’, ‘The Room Next Door’ Lead Nominations,Melanie Goodfellow,2024-11-05T10:17:53Z,Deadline,http://deadline.com/2024/11/european-film-awards-nominations-37th-2024-1236167495/"
"All The Saw Movies, Ranked From Worst To Best,Caroline Madden,2024-10-21T12:15:00Z,Kotaku,https://kotaku.com/saw-movies-ranked-in-order-how-many-horror-jigsaw-1851673838"
[Removed],,2024-11-11T18:24:00Z,[Removed],https://removed.com
"THE SUBSTANCE NSFW Behind-The-Scenes Photo Features Margaret Qualley as ""Monstro Eli-Sue""",MarkCassidy,2024-10-22T23:36:04Z,CBM (Comic Book Movie),https://comicbookmovie.com/horror/the-substance-nsfw-behind-the-scenes-photo-features-margaret-qualley-as-monstro-eli-sue-a214104
[Removed],,2024-10-25T12:00:41Z,[Removed],https://removed.com
